,Company_Name,Design_Role,Experience,Functional_Area,Industry,Job_Application,Job_Link,Job_Post,Job_Title,Job_View,Key_Skills,Location,Num_Openings,Role_Category,Salary,SalaryI,Skill_Experience
242,Sagacito Technologies,Data Analyst,2 - 7 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,592,https://www.naukri.com/job-listings-Data-Scientist-Sagacito-Technologies-Delhi-Nehru-Place-2-to-7-years-060917901206?src=jobsearchDesk&sid=1508243097766&xp=18,Posted 40 days ago,Data Scientist,1016,"Hadoop,Hive,Spark,Pig,HBase,R,Natural Language Processing,Data Science,SQL,SAS,Parallel ML algorithms,Java ",Delhi(Nehru Place),,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Qualification	-Masters or Bachelors degree in Engineering CS (NIT, IIT, IIIT, NIT)"
243,Amazon Development Centre (India) Pvt. Ltd.,Functional Outside Consultant,2 - 7 yrs,IT Software - QA & Testing,IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Applied-Scientist-II-Self-service-Performance-Advertising-Amazon-Development-Centre-India-Pvt-Ltd-Bengaluru-2-to-7-years-250717900022?src=jobsearchDesk&sid=1508243097766&xp=19,Posted 1 day ago,"Applied Scientist II, Self-service Performance Advertising",521,"Algorithm Development,Machine Learning,Transaction Management,Automation Tools,Customer Experience,Design Development,Quality Systems,Product Innovation,Technical Skills,Data Processing ",Bengaluru,,System Design/Implementation/ERP/CRM,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
244,Cognizant Technology Solutions India Ltd,Team Leader -(NonTechnical),8 - 9 yrs,"ITES   ,     BPO   ,     KPO   ,     LPO   ,     Customer Service   ,     Operations",BPO  /    Call Centre  /    ITES,506,https://www.naukri.com/job-listings-Cognizant-is-Hiring-for-Data-Scientist-Hyderabad-chennai-bangalore-Cognizant-Technology-Solutions-India-Ltd-Bengaluru-Chennai-Hyderabad-8-to-9-years-260917003558?src=jobsearchDesk&sid=1508243097766&xp=20,Posted 21 days ago,"Cognizant is Hiring for Data Scientist - Hyderabad,chennai,bangalore",2000+,"pattern recognition,machine learning,sales,r,digital marketing,contact center,sas programmer,sas program,statistics program,tableau programmer,tableau software programmer ","Bengaluru,    Chennai,    Hyderabad",Openings: 10,Voice,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
245,For a MNC Client,Team Lead/Technical Lead,5 - 10 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,99,https://www.naukri.com/job-listings-Data-Scientist-1-10-Years-Exp-Immediate-Chennai-For-a-MNC-Client-Chennai-5-to-10-years-280917006086?src=jobsearchDesk&sid=1508243097766&xp=24,Posted 19 days ago,Data Scientist - 1 - 10 Years Exp - Immediate @ Chennai,383,"text mining,nlp,data science,machine learning,java,python,sas,bigdata,statistics,analytics,R ",Chennai,,Programming & Design,"INR  6,00,000 - 12,00,000 P.A.","6,00,000 - 12,00,000 P.A.",Please refer to the Job description above
246,NEAL ANALYTICS SERVICES PVT LTD,Other,2 - 5 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,667,https://www.naukri.com/job-listings-Associate-Data-Scientist-NEAL-ANALYTICS-SERVICES-PVT-LTD-Pune-2-to-5-years-180917005550?src=jobsearchDesk&sid=1508243097766&xp=25,Posted 29 days ago,Associate Data Scientist,1016,"Data Science,R,Machine Learning,Advanced Analytics,Python,MATLAB,SAS,Statistical Software,hadoop,Spark,Azure IoT,Cortana Analytics,AWS ",Pune,Openings: 3,Other,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
247,Jumio India Pvt Ltd,Data Analyst,5 - 10 yrs,Analytics & Business Intelligence,BPO  /    Call Centre  /    ITES,20,https://www.naukri.com/job-listings-Data-Scientist-Jumio-India-Pvt-Ltd-Jaipur-5-to-10-years-180917003473?src=jobsearchDesk&sid=1508243097766&xp=26,Posted 29 days ago,Data Scientist,277,"Data Analysis,Regression Analysis,Data Modeling ",Jaipur,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"BA/BS in technical or business
Exp. with database query, SQL coding, Excel modelling & Analysis
Expert with statistical tool like R, SAS, Python, Stata, Matlab
Expert in data analysis workflow (Data mining, statistical analysis)
Communication skill"
248,ABC Consultants Pvt Ltd,Data Analyst,3 - 8 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,78,https://www.naukri.com/job-listings-Data-Scientist-Bfsi-kpo-ABC-Consultants-Pvt-Ltd-Mumbai-3-to-8-years-290917003351?src=jobsearchDesk&sid=1508243097766&xp=28,Posted 18 days ago,Data Scientist - Bfsi/kpo,339,"Data Science,Time Series Analysis,Data Mining,Machine Learning,Data Visualization,Analytics,Big Data,Computer Science,Software Engineering,Data Architecture,statistics,Bayesian methods,Research,design ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
249,Best Infosystems Ltd,Data Analyst,11 - 12 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,12,https://www.naukri.com/job-listings-Data-Scientist-Machine-Learning-Best-Infosystems-Ltd-Bengaluru-11-to-12-years-280917000589?src=jobsearchDesk&sid=1508243097766&xp=29,Posted 19 days ago,Data Scientist - Machine Learning,311,"deep learning,c,neural networks,machine learning,artificial intelligence,python,java,signal processing,data scientist,TensorFlow,Caffe ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
250,Best Infosystems Ltd,Data Analyst,5 - 10 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,35,https://www.naukri.com/job-listings-Data-Scientist-Machine-Learning-Best-Infosystems-Ltd-Bengaluru-5-to-10-years-280917000579?src=jobsearchDesk&sid=1508243097766&xp=30,Posted 19 days ago,Data Scientist - Machine Learning,327,"deep learning,c,neural networks,machine learning,artificial intelligence,python,java,signal processing,data scientist,TensorFlow,Caffe ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
251,Saisun Outsourcing Services Pvt Ltd  hiring for Leading Auo/it Company,Software Developer,3 - 8 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,59,https://www.naukri.com/job-listings-Data-Scientist-Saisun-Outsourcing-Services-Pvt-Ltd-Bengaluru-HSR-Layout-3-to-8-years-091017001528?src=jobsearchDesk&sid=1508243097766&xp=31,Posted 8 days ago,Data Scientist,348,"Natural Language Processing,Python,Machine Learning,Algorithms,Core Java,Big Data,R,TDD,Data Analysis,Key Skills ",Bengaluru(HSR Layout),,Programming & Design,"INR  4,00,000 - 7,00,000 P.A.","4,00,000 - 7,00,000 P.A.",Please refer to the Job description above
252,SCG Placements,Data Analyst,3 - 7 yrs,Analytics & Business Intelligence,Media  /    Entertainment  /    Internet,86,https://www.naukri.com/job-listings-Data-Scientist-SCG-Placements-Delhi-NCR-3-to-7-years-051017003570?src=jobsearchDesk&sid=1508243097766&xp=33,Posted 12 days ago,Data Scientist,229,"Predictive Modeling,Model Validation,Data Scientist,R,Python,SAS,Machine Learning,,data mining,data analysis,statistical analysis,statistical modeling ",Delhi NCR,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
253,Peoplefy Infosolutions Pvt. Ltd.  hiring for Leading MNC Company,Data Analyst,4 - 8 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,110,https://www.naukri.com/job-listings-Data-Scientist-Pune-Location-Peoplefy-Infosolutions-Pvt-Ltd-Pune-4-to-8-years-031017004675?src=jobsearchDesk&sid=1508243097766&xp=34,Posted 14 days ago,Data Scientist - Pune Location,303,"machine learning,predictive analysis,tableau,r,data scientist,data analyst,data analytics ",Pune,Openings: 3,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Should have excellent communication skill.Should have 4+ years of experience as relevant.
254,Intel Serve It Solutions  hiring for MNC Company,Software Developer,5 - 8 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,20,https://www.naukri.com/job-listings-Data-Scientist-Intel-Serve-It-Solutions-Chennai-5-to-8-years-051017002727?src=jobsearchDesk&sid=1508243097766&xp=35,Posted 12 days ago,Data Scientist,247,"Machine Learning,R,Statistical Modeling,Python,Big Data ",Chennai,Openings: 1,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Scripting language like Python or/and R, Pull and analyze data from Big Data frameworks, e.g. Hadoop / Spark / Hive, computer science or statistics/math or related background from reputable university, Excellent communication skills, ability to learn"
255,Zinnov Management Consulting Private Limited,Data Analyst,2 - 5 yrs,Analytics & Business Intelligence,Strategy  /    Management Consulting Firms,353,https://www.naukri.com/job-listings-Data-Scientist-Zinnov-Management-Consulting-Private-Limited-Bengaluru-2-to-5-years-300817005302?src=jobsearchDesk&sid=1508243097766&xp=37,Posted 47 days ago,Data Scientist,843,"Enterprise Sales,Selling,Sales Enablement,New Product,Big Data,Machine Learning,Management Consulting ",Bengaluru,Openings: 2,Analytics & BI,"INR  11,00,000 - 21,00,000 P.A.","11,00,000 - 21,00,000 P.A.",Please refer to the Job description above
256,PricewaterhouseCoopers Service Delivery Center Kol,Clinical Research Associate/Scientist,4 - 6 yrs,"Medical   ,     Healthcare   ,     R&D   ,     Pharmaceuticals   ,     Biotechnology",Accounting  /    Finance,57,https://www.naukri.com/job-listings-Data-Scientist-PricewaterhouseCoopers-Service-Delivery-Center-Kol-Kolkata-4-to-6-years-280817900936?src=jobsearchDesk&sid=1508243097766&xp=39,Posted 47 days ago,Data Scientist,842,"Analytical,Coding,Analytics,Machine learning,Business operations,Tools,Business Executive,Fraud detection,Market,Problem ",Kolkata,,R&D,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"The client faces various business challenges on day to day business operations as well as some long term ones like Growth etc. With ease in access to data and increase in volume of multi- dimensional data,  business decision making has moved to data driven insights.        The candidates role will be to work with large volume of multi- dimensional data to provides insights into business problem to help in decision making leveraging analytics and statistical tools available in market              Mechanics:             Traditional statistical methods             Machine learning (Deep)             Artificial Intelligence             Coding in R or similar             Ability to interpret to the masse"
257,Kalagato - Startup,Data Analyst,3 - 6 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,150,https://www.naukri.com/job-listings-Data-Scientist-Kalagato-Startup-Delhi-3-to-6-years-310817900078?src=jobsearchDesk&sid=1508243097766&xp=41,Posted 46 days ago,Data Scientist,626,"Natural Language Processing,Data Science,Machine Learning,Python,R,STATA,Spark,Cassandra,SQL,Hadoop,Data Analyst,MATLAB,SPSS,SAS ",Delhi,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
258,Allstate Solutions Private Limited,Software Developer,7 - 10 yrs,IT Software - Other,IT-Software  /    Software Services,18,https://www.naukri.com/job-listings-Career-Opportunities-Atsv-data-Scientist-Allstate-Solutions-Private-Limited-Bengaluru-7-to-10-years-300817900983?src=jobsearchDesk&sid=1508243097766&xp=42,Posted 47 days ago,Career Opportunities: Atsv-data Scientist,481,"Tools,Analytical,Oracle,Data analysis,Data management,Administration,Unix,SQL,Project delivery,Business Objects ",Bengaluru,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
259,Truebil.com,Data Analyst,2 - 5 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,423,https://www.naukri.com/job-listings-Data-Scientist-Iit-isi-Truebil-com-Mumbai-2-to-5-years-200817900100?src=jobsearchDesk&sid=1508243097766&xp=43,Posted 57 days ago,Data Scientist - Iit/isi,1271,"Machine Learning,R,Python,SQL,SAS,Data Mining,Statistical Modeling,Analytics,Algorithms,MySQL ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Educational Qualification : IIT/ ISI - Indian statistical institute ( Top Premium Institutes ) Bachelors / Masters degree in Math, Computer Science, Statistics, Applied Mathematics, Operations Research, Machine Learning, or related technical degree from Tier-1 Universities Notice Period : Immediate"
260,Snipp Interactive India Private Limited,Team Lead/Technical Lead,6 - 11 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,52,https://www.naukri.com/job-listings-Lead-Data-Scientist-Snipp-Interactive-India-Private-Limited-Mumbai-Lower-Parel-6-to-11-years-170817004634?src=jobsearchDesk&sid=1508243097766&xp=44,Posted 60 days ago,Lead Data Scientist,954,"Predictive Analytics,Statistical Modeling,NLP,Machine Learning,Big Data,Use Cases,Fraud Detection,Problem Solving,Communication Skills,.Net,Recommender System,Accord.NET,Numl,Cloud,Data Visualization,OCR,Elasticsearch ",Mumbai(Lower Parel),Openings: 1,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Key Technical Requirements: At least 6+ years of relevant experience with Statistical Modelling, Predictive Analytics or Recommender Systems.Strong general problem-solving skills Deep understanding of Machine Learning Algorithms  both theory and practiceExperience with .Net development and exposure to .Net based machine learning frameworks like Accord, numl etc.Experience with cloud-based machine learning solutionsMust have solid hands-on experience with data, needs to understand data and showcase the sameShould create visualizations to aid in understanding data and communicate the data insights/findingsSkilled at Big data set manipulation and experience pulling disparate data sets togetherGood knowledge of big data platforms and tools is desiredPrior experience with OCR, image extraction, NLP and Elasticsearch is a plusGreat communication skills and proficiency with English is a MUST Must be a self-starter, able to work independently and able to approach tasks analytically and thoughtfully."
261,ENQOS SOFTWARE TECHNOLOGIES PRIVATE LIMITED,Software Developer,3 - 6 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,104,https://www.naukri.com/job-listings-Great-Opportunity-for-Data-Scientist-chennai-ENQOS-SOFTWARE-TECHNOLOGIES-PRIVATE-LIMITED-Chennai-Perungudi-3-to-6-years-130917004912?src=jobsearchDesk&sid=1508243097766&xp=45,Posted 34 days ago,Great Opportunity for Data Scientist-chennai,765,"OOP,Python,Java,Machine Learning,R,Analytics,Digital Marketing,Data Science,Big Data,Open Office ",Chennai(Perungudi),Openings: 3,Programming & Design,"INR  8,00,000 - 18,00,000 P.A.","8,00,000 - 18,00,000 P.A.",Please refer to the Job description above
262,V-Assist Services Private Limited,Manager - Market Research /  Consumer Insights / Industry Analysis,3 - 5 yrs,"Marketing   ,     Advertising   ,     MR   ,     PR   ,     Media Planning",Travel  /    Hotels  /    Restaurants  /    Airlines  /    Railways,113,https://www.naukri.com/job-listings-Data-Scientist-V-Assist-Services-Private-Limited-Mumbai-Lower-Parel-3-to-5-years-110917003035?src=jobsearchDesk&sid=1508243097766&xp=46,Posted 36 days ago,Data Scientist,626,"Google Analytics,Data Analysis,Google AdWords,Excel,Data Mining,Data Analytics,Data Collection ",Mumbai(Lower Parel),Openings: 1,Marketing,"INR  15,00,000 - 20,00,000 P.A. NA","15,00,000 - 20,00,000 P.A.",Please refer to the Job description above
263,QONTRACK SERVICES PRIVATE LIMITED,Team Lead/Technical Lead,12 - 15 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,39,https://www.naukri.com/job-listings-Senior-Data-Scientist-QONTRACK-SERVICES-PRIVATE-LIMITED-Kolkata-Salt-Lake-12-to-15-years-110917002589?src=jobsearchDesk&sid=1508243097766&xp=48,Posted 26 days ago,Senior Data Scientist,524,"Senior Data Scientist,sr. data scientist,Statistical Analyst,Statistical Assistant ",Kolkata(Salt Lake),Openings: 1,Programming & Design,"INR  30,00,000 - 35,00,000 P.A.","30,00,000 - 35,00,000 P.A.","Applies advanced statistical and predictive modeling techniques to build, maintain, and improve on multiple real-time decision systems.
Â· Â  Works with Institute stakeholders to identify the business requirements and the expected outcome."
264,Qssot Technologies Private Limited,Software Developer,2 - 6 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,41,https://www.naukri.com/job-listings-V123-Data-Scientist-Qssot-Technologies-Private-Limited-Germany-2-to-6-years-260917004962?src=jobsearchDesk&sid=1508243097766&xp=49,Posted 21 days ago,V123: Data Scientist,307,"Machine Learning,Advanced Analytics,Data Analysis,statistic,Scrum,Kanban,SQL,R ",Germany,,Programming & Design,"INR  5,00,000 - 15,00,000 P.A.","5,00,000 - 15,00,000 P.A.",Please refer to the Job description above
265,Industrial Personnel Network  hiring for A reputed MNC,Business Analyst,3 - 7 yrs,"IT Software - DBA   ,     Datawarehousing",Automobile  /    Auto Anciliary  /    Auto Components,324,https://www.naukri.com/job-listings-Data-Scientist-Data-Analyst-for-MNC-Delhi-Industrial-Personnel-Network-Delhi-3-to-7-years-010717003093?src=jobsearchDesk&sid=1508243097766&xp=50,Posted 60 days ago,Data Scientist / Data Analyst (for MNC) Delhi,1175,"Data Analysis,Analytical Ability,Data Scientist ",Delhi,Openings: 1,System Design/Implementation/ERP/CRM,"INR  12,00,000 - 16,00,000 P.A.","12,00,000 - 16,00,000 P.A.",BE / MCA / MBA with 3 to 6 years of relevant experience.
266,Societe Generale Global Solution Centre Pvt Ltd,Data Analyst,4 - 9 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,834,https://www.naukri.com/job-listings-Data-Scientist-Societe-Generale-Global-Solution-Centre-Pvt-Ltd-Chennai-Bengaluru-4-to-9-years-250817900633?src=jobsearchDesk&sid=15082431991834&xp=1,Posted 53 days ago,Data Scientist,2000+,"Machine Learning,Python,R,Algorithms,Enterprise Applications,Data Collection,Data Scientist,NoSQL ","Chennai,    Bengaluru",,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"ProfileIdeal Characteristics?12+ years of experience in designing/developing industrial IT solutionsMinimum 4 years of experience in developing and deploying machine learning, deep learning, NLP solutions.Experience with common data science toolkits, such as R, NumPy Excellence in at least one of these is mandatory.Proficiency with any one NoSQL databases such as MongoDB, Cassandra, HBaseShould have good awareness on entire machine learning/ predictive modeling & implementation process: Model design, feature planning, system infrastructure, production setup and monitoring, and release management.Excellent understanding of machine learning techniques and algorithms, such as SVM, Decision Forests, k-NN, Naive Bayes etc.Experience in selecting features, building and optimizing classifiers using machine learning techniques.Prior experience with data visualization tools, such as D3.js, GGplot, etc.Good knowledge on statistics skills, such as distributions, statistical testing, regression, etc.Adequate presentation and communication skills to explain results and methodologies to non-technical stakeholders."
267,DB Corp Ltd.,Team Lead/Technical Lead,3 - 6 yrs,IT Software - Other,Media  /    Entertainment  /    Internet,599,https://www.naukri.com/job-listings-Data-Analyst-Data-Scientist-Dainik-Bhaskar-Group-DB-Corp-Ltd-Noida-3-to-6-years-090617002545?src=jobsearchDesk&sid=15082431991834&xp=6,Posted 57 days ago,Data Analyst / Data Scientist - Dainik Bhaskar Group,3000+,"Data Visualization,Machine Learning,Programming,Data Analysis,Analytics,predictive Algorithm,Statistical Simulation,Regression Modeling,data structure ",Noida,Openings: 2,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
268,Crescendo Global Services,Analytics Manager,4 - 6 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,64,https://www.naukri.com/job-listings-Data-Scientist-Crescendo-Global-Services-Delhi-NCR-4-to-6-years-010917005814?src=jobsearchDesk&sid=15082431991834&xp=7,Posted 45 days ago,Data Scientist,445,"Hadoop,Spark,Natural Language Processing,Pig,HBase,Data Science,Cassandra,Big Data,Python,Machine Learning,R ",Delhi NCR,,Analytics & BI,"INR  15,00,000 - 25,00,000 P.A.","15,00,000 - 25,00,000 P.A.",Please refer to the Job description above
269,Premium  hiring for The Hiring Story,Data Analyst,3 - 6 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,29,https://www.naukri.com/job-listings-Data-Scientist-ETL-Analytics-Premium-Mumbai-3-to-6-years-290917901780?src=jobsearchDesk&sid=15082431991834&xp=9,Posted 18 days ago,Data Scientist - ETL / Analytics,230,"Data Scientist,ETL,Analytics,Machine Learning,Python,SQL,programming ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
270,Premium  hiring for Client of The Hiring Story,Data Analyst,2 - 5 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,65,https://www.naukri.com/job-listings-Data-Scientist-Python-r-Premium-Mumbai-2-to-5-years-290917901129?src=jobsearchDesk&sid=15082431991834&xp=10,Posted 18 days ago,Data Scientist - Python/r,301,"data science,sql,data mining,data analysis,r,data collection,ms office,database architecture,data analyst,Data Scientist,Matlab,Python,Mongo,Cassandra ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
271,AddRec Solutions Pvt.Ltd.  hiring for Addrec Client,System Analyst,2 - 7 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,35,https://www.naukri.com/job-listings-Urgent-Opening-for-data-Scientist-for-Mumbai-AddRec-Solutions-Pvt-Ltd-Mumbai-2-to-7-years-290917005131?src=jobsearchDesk&sid=15082431991834&xp=11,Posted 18 days ago,Urgent Opening for data Scientist for Mumbai,271,"Text Mining,Machine Learning,R,Data Mining,Python,Text Analytics,Hadoop,SAS,Algorithms,Big Data ",Mumbai,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
272,Premium  hiring for Client of Brainsearch Consulting Pvt Ltd.,Software Developer,2 - 4 yrs,"IT Software - DBA   ,     Datawarehousing",IT-Software  /    Software Services,366,https://www.naukri.com/job-listings-Data-Scientist-R-Programming-Premium-Bengaluru-2-to-4-years-280917900154?src=jobsearchDesk&sid=15082431991834&xp=12,Posted 19 days ago,Data Scientist - R Programming,922,"SQL,R,Data Analysis,Predictive Analytics,Big Data,NoSQL,HBase,Statistical Analysis,Predictive Modeling,Data Scientist,Hive,Hadoop,Data Modeling,Analytics ",Bengaluru,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
273,Golden Opportunities Pvt Ltd  hiring for Clients,Assistant Manager/Manager-(Technical),7 - 12 yrs,"ITES   ,     BPO   ,     KPO   ,     LPO   ,     Customer Service   ,     Operations",BPO  /    Call Centre  /    ITES,34,https://www.naukri.com/job-listings-Asst-Manager-Manager-Data-Scientist-Golden-Opportunities-Pvt-Ltd-Mumbai-Chennai-7-to-12-years-270917006564?src=jobsearchDesk&sid=15082431991834&xp=13,Posted 20 days ago,Asst Manager / Manager - Data Scientist,222,"data scientist,sas analyst,Python,SAS,Big data,statistical modeling ","Mumbai,    Chennai",,Voice,"INR  6,00,000 - 16,00,000 P.A.","6,00,000 - 16,00,000 P.A.",Please refer to the Job description above
274,Golden Opportunities Pvt Ltd  hiring for client,Assistant Manager/Manager-(Technical),7 - 12 yrs,"ITES   ,     BPO   ,     KPO   ,     LPO   ,     Customer Service   ,     Operations",BPO  /    Call Centre  /    ITES,92,https://www.naukri.com/job-listings-Data-Scientist-Golden-Opportunities-Pvt-Ltd-Mumbai-Bengaluru-Hyderabad-7-to-12-years-260917007352?src=jobsearchDesk&sid=15082431991834&xp=14,Posted 21 days ago,"Data Scientist,",376,"analytics,predictive modeling,statistical modeling,statistical analysis,predictive modelingdata mining ","Mumbai,    Bengaluru,    Hyderabad",Openings: 5,Voice,"INR  8,00,000 - 15,00,000 P.A.","8,00,000 - 15,00,000 P.A.",Please refer to the Job description above
275,Premium  hiring for Staffio HR,Data Analyst,2 - 5 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,52,https://www.naukri.com/job-listings-Data-Scientist-Machine-Learning-NLP-Java-Premium-Bengaluru-2-to-5-years-260917002581?src=jobsearchDesk&sid=15082431991834&xp=15,Posted 21 days ago,Data Scientist - Machine Learning / NLP / Java,362,"Data Scientist,Machine Learning,NLP,Java,statistical modelling,BIG Data,Text Mining,Python,Scala ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
276,Premium  hiring for Client of Target HR,Team Lead/Technical Lead,3 - 8 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,25,https://www.naukri.com/job-listings-Lead-Data-Scientist-AI-Startup-Premium-Bengaluru-3-to-8-years-250917900393?src=jobsearchDesk&sid=15082431991834&xp=16,Posted 21 days ago,Lead - Data Scientist - AI Startup,426,"Deep Learning,Hadoop,Java,Python,Algorithms,NoSQL,Neural Networks,Spark,Redis,SCALA,Data Management,Startup,Big Data,MySQL,PhD,Data Scientist,Machine Learning,Algorithm,C++,PostgreSQL,Cassandra,Hbase,Druid ",Bengaluru,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
277,HR CENTRAL,Data Analyst,2 - 5 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,286,https://www.naukri.com/job-listings-Data-Scientist-for-Big-Data-Analytics-Firm-Mumbai-HR-CENTRAL-Mumbai-2-to-5-years-250917001970?src=jobsearchDesk&sid=15082431991834&xp=17,Posted 21 days ago,"Data Scientist, for Big Data Analytics Firm, Mumbai",614,""" ; Data Science"" ;,Data Scientist,Data Consultant,Data Analyst,Data Analytics,Business Analyst,business consultant,brand analytics ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
278,Premium,Data Analyst,3 - 8 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,895,https://www.naukri.com/job-listings-Data-Scientist-Data-Analyst-R-Python-Machine-Learning-Expert-Premium-Pune-3-to-8-years-240717900527?src=jobsearchDesk&sid=15082431991834&xp=18,Posted 18 days ago,Data Scientist/ Data Analyst - R/ Python & Machine Learning Expert,1413,"Text Mining,Machine Learning,R,Python,Data Analysis,Statistical Modeling,SQL,Data Mining,Analytics,Statistical Analysis,Data Scientist,Data Analyst ",Pune,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
279,Premium  hiring for Contactx Resource Management,Analytics Manager,7 - 12 yrs,Analytics & Business Intelligence,Banking  /    Financial Services  /    Broking,Less than 10,https://www.naukri.com/job-listings-Manager-Senior-Manager-Security-Data-Scientist-Big4-Premium-Anywherein-India-7-to-12-years-230917900434?src=jobsearchDesk&sid=15082431991834&xp=19,Posted 21 days ago,Manager / Senior Manager - Security Data Scientist - Big4,178,"security management,hadoop,machine learning,data modeling,use cases,multi threaded,data scientist ",Anywherein India,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
280,Premium  hiring for Client of Squareroot Consulting Pvt Ltd,Head/VP/GM-Technology(IT)/CTO,8 - 12 yrs,"IT Software - Embedded   ,     EDA   ,     VLSI   ,     ASIC   ,     Chip Design",IT-Software  /    Software Services,17,https://www.naukri.com/job-listings-Head-Data-Scientist-Nlp-artificial-Intelligence-Premier-Institute-Premium-Bengaluru-8-to-12-years-220917900556?src=jobsearchDesk&sid=15082431991834&xp=20,Posted 24 days ago,Head - Data Scientist - Nlp/artificial Intelligence- Premier Institute,463,"machine learning,r,artificial intelligence,statistical software,python,java,analytics,predictive modeling,c++,data science,data scientist,algorithm,nlp,data management ",Bengaluru,,Senior Management,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
281,Triumph Data Private Limited,Team Lead/Technical Lead,5 - 10 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,274,https://www.naukri.com/job-listings-Data-Scientist-Triumph-Data-Private-Limited-Bengaluru-5-to-10-years-220917004848?src=jobsearchDesk&sid=15082431991834&xp=21,Posted 21 days ago,Data Scientist,594,"Deep Learning,NLP,NoSQL,Data Science,R,Python,Machine Learning,Cassandra,MongoDB,D3.Js ",Bengaluru,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
